Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Publication.Date,Total.number.of.passengers,Total.fatal.or.serious.injuries,Likelihood.of.serious.or.fatal.injury,Is.aircraft.destroyed,Make.model,Weather.Condition.missingness
20001206X02621,Accident,LAX95WA056,1994-11-18,"TRIPUI, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,N71RJ,Piper,pa-32r-300,No,1,Missing/Unknown,Part 91: General Aviation,Personal,0,0,0,4,VMC,22-12-1994,4,0,0.0,False,Piper/pa-32r-300,False
20001206X02737,Accident,LAX95FA062,1994-12-27,"HOLTVILLE, CA",United States,Fatal(2),Destroyed,Airplane,N4647R,Piper,pa-28-140,No,1,Reciprocating,Part 91: General Aviation,Business,2,0,0,1,VMC,17-08-2012,3,2,0.6666666666666666,True,Piper/pa-28-140,False
20001206X02711,Accident,DCA95WA012,1994-12-29,"VAN, Turkey",Turkey,Fatal(54),Destroyed,Airplane,,Boeing,737-400,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,54,21,0,1,IMC,,76,75,0.9868421052631579,True,Boeing/737-400,False
20001207X03179,Accident,NYC95LA070,1995-03-11,"WILMINGTON, OH",United States,Non-Fatal,Substantial,Airplane,N8395Y,Piper,pa-28rt-201,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,2,VMC,11-09-2012,2,0,0.0,False,Piper/pa-28rt-201,False
20001207X03370,Accident,NYC95LA093,1995-04-24,"BANGOR, ME",United States,Non-Fatal,Substantial,Airplane,N62EC,Cessna,185,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,2,VMC,15-06-2015,2,0,0.0,False,Cessna/185,False
20001207X03480,Accident,FTW95WA227,1995-05-06,"SOTO CANO, HONDURAS",Honduras,Non-Fatal,Substantial,Airplane,N26496,Cessna,550,No,2,Turbo Fan,"Non-U.S., Non-Commercial",Public Aircraft,0,0,0,3,VMC,01-03-2012,3,0,0.0,False,Cessna/550,False
20001207X03526,Incident,NYC95IA114B,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,N13624,Boeing,737-500,No,2,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,0,0,288,VMC,04-12-2014,288,0,0.0,False,Boeing/737-500,False
20001207X03526,Incident,NYC95IA114A,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,LNRCK,Boeing,767-383er,No,2,Turbo Fan,Part 129: Foreign,Missing/Unknown,0,0,0,288,VMC,04-12-2014,288,0,0.0,False,Boeing/767-383er,False
20001207X03963,Accident,FTW95LA309,1995-07-23,"BELEN, NM",United States,Fatal(1),Missing/Unknown,Airplane,N926MA,De Havilland,dhc-6,No,2,Turbo Prop,Part 91: General Aviation,Skydiving,1,0,0,17,VMC,17-10-2016,18,1,0.05555555555555555,False,De Havilland/dhc-6,False
20001207X04585,Accident,NYC95MA220,1995-09-10,"WEST POINT, VA",United States,Fatal(12),Destroyed,Airplane,N945PA,Beech,65,No,2,Reciprocating,Part 91: General Aviation,Skydiving,12,0,0,1,VMC,17-10-2016,13,12,0.9230769230769231,True,Beech/65,False
20001207X04563,Accident,MIA95WA232,1995-09-15,"BOGOTA, COLOMBIA",Colombia,Non-Fatal,Substantial,Airplane,N3101D,Ayres,ay-65,No,1,Reciprocating,Part 91: General Aviation,Instructional,0,0,0,2,VMC,,2,0,0.0,False,Ayres/ay-65,False
20001207X04527,Accident,LAX95LA335,1995-09-15,"BAKERSFIELD, CA",United States,Non-Fatal,Substantial,Airplane,N7498L,Piper,pa-18-150,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,1,VMC,25-02-2010,1,0,0.0,False,Piper/pa-18-150,False
20001207X04862,Incident,FTW96RA039,1995-11-07,"PANAMA CITY, Panama",Panama,Incident,Minor,Airplane,N79750,Boeing,b727-224,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,2,10,UNK,05-02-2013,12,0,0.0,False,Boeing/b727-224,False
20001207X04990,Accident,DCA96RA020,1995-12-20,"BUGA, Colombia",Colombia,Fatal(160),Destroyed,Airplane,N651AA,Boeing,b757,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,160,4,0,1,VMC,,165,164,0.9939393939393939,True,Boeing/b757,False
20001208X05308,Accident,NYC96LA058,1996-02-07,"BRADFORD, PA",United States,Non-Fatal,Substantial,Airplane,N159YV,Beech,1900d,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,2,14,IMC,09-03-2011,16,0,0.0,False,Beech/1900d,False
20010304X00536,Accident,DCA96RA042B,1996-02-24,"Havana, Cuba",Cuba,Fatal(4),Destroyed,Airplane,N5485S,Cessna,337,No,1,Missing/Unknown,Part 91: General Aviation,Other Work Use,4,0,0,1,VMC,,5,4,0.8,True,Cessna/337,False
20010304X00536,Accident,DCA96RA042A,1996-02-24,"Havana, Cuba",Cuba,Fatal(4),Destroyed,Airplane,N2456S,Cessna,337,No,1,Missing/Unknown,Part 91: General Aviation,Other Work Use,4,0,0,1,VMC,,5,4,0.8,True,Cessna/337,False
20001208X05343,Accident,ANC96LA033,1996-03-13,"CRIPPLE, AK",United States,Non-Fatal,Substantial,Airplane,N93829,Cessna,185,No,1,Reciprocating,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,1,VMC,13-10-2010,1,0,0.0,False,Cessna/185,False
20001208X05582,Accident,IAD96FA061,1996-04-14,"HARTWOOD, VA",United States,Fatal(1),Destroyed,Airplane,N8682Z,Cessna,p206c,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1,2,0,1,VMC,17-10-2016,4,3,0.75,True,Cessna/p206c,False
20001208X05646,Accident,MIA96LA135,1996-04-27,"RAEFORD, NC",United States,Fatal(1),Missing/Unknown,Airplane,N716NC,De Havilland,dhc-6,No,2,Turbo Prop,Part 91: General Aviation,Skydiving,1,0,0,4,VMC,17-10-2016,5,1,0.2,False,De Havilland/dhc-6,False
20001208X06203,Accident,DCA96MA068,1996-07-06,"PENSACOLA, FL",United States,Fatal(2),Substantial,Airplane,N927DA,Mcdonnell Douglas,md-88,No,2,Turbo Jet,Part 121: Air Carrier,Missing/Unknown,2,2,3,137,VMC,06-06-2019,144,4,0.027777777777777776,False,Mcdonnell Douglas/md-88,False
20001208X06417,Accident,ATL96LA117,1996-08-07,"DAWSON, GA",United States,Non-Fatal,Destroyed,Airplane,N8672H,Grumman,g164,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,0,0,0,1,VMC,08-09-2015,1,0,0.0,True,Grumman/g164,False
20001208X07016,Incident,DCA97WA005,1996-11-06,"BUENOS AIRES, Argentina",Argentina,Incident,Minor,Airplane,N271W,Mcdonnell Douglas,md-11,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,0,282,UNK,,282,0,0.0,False,Mcdonnell Douglas/md-11,False
20001208X07017,Accident,DCA97WA011,1996-11-23,"COMORSO ISLANDS, Ethiopia",Ethiopia,Fatal(125),Destroyed,Airplane,,Boeing,767,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,125,44,2,4,VMC,,175,169,0.9657142857142857,True,Boeing/767,False
20010711X01386,Incident,DCA97WA029,1997-02-15,"Panama City, Panama",Panama,Incident,Missing/Unknown,Airplane,,Boeing,737,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,63,VMC,12-05-2011,63,0,0.0,False,Boeing/737,False
20001208X07696,Accident,DCA97WA039,1997-04-10,"ZURICH, Switzerland",Switzerland,Fatal(10),Destroyed,Airplane,,Cessna,414,No,1,Missing/Unknown,"Non-U.S., Non-Commercial",Business,10,0,0,1,UNK,,11,10,0.9090909090909091,True,Cessna/414,False
20001208X07660,Accident,ATL97FA060,1997-04-19,"ATHENS, GA",United States,Fatal(1),Destroyed,Airplane,N6005T,Beech,c23,No,1,Reciprocating,Part 91: General Aviation,Missing/Unknown,1,0,0,1,VMC,28-10-2015,2,1,0.5,True,Beech/c23,False
20001208X07807,Accident,NYC97FA080,1997-04-27,"WATERFORD, VA",United States,Fatal(2),Destroyed,Airplane,N885JC,Piper,pa-60-601p,No,2,Reciprocating,Part 91: General Aviation,Personal,2,0,0,1,IMC,21-04-2010,3,2,0.6666666666666666,True,Piper/pa-60-601p,False
20001208X07697,Accident,DCA97WA043,1997-04-27,"JINAN, CHINA",China,Unavailable,Substantial,Airplane,,Mcdonnell Douglas,md-82,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Mcdonnell Douglas/md-82,False
20001208X07698,Accident,DCA97WA044,1997-04-30,,Cambodia,Fatal(2),Destroyed,Airplane,N9825F,Cessna,208,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,2,0,0,1,UNK,,3,2,0.6666666666666666,True,Cessna/208,False
20001208X07906,Accident,FTW97LA177,1997-05-04,"DENVER, CO",United States,Non-Fatal,Missing/Unknown,Airplane,N217US,Boeing,737-201,No,2,Turbo Jet,Part 121: Air Carrier,Missing/Unknown,0,1,0,96,VMC,14-02-2018,97,1,0.010309278350515464,False,Boeing/737-201,False
20001208X07896,Accident,DCA97WA047A,1997-05-14,"LONDON, United Kingdom",United Kingdom,Non-Fatal,Minor,Airplane,,Boeing,747-400,No,4,Turbo Fan,Part 129: Foreign,Missing/Unknown,0,0,0,573,VMC,,573,0,0.0,False,Boeing/747-400,False
20001208X07896,Accident,DCA97WA047B,1997-05-14,"LONDON, UNITED KINGDOM",United Kingdom,Non-Fatal,Substantial,Airplane,N770UA,Boeing,b777,No,2,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,0,0,573,VMC,,573,0,0.0,False,Boeing/b777,False
20001208X07972,Accident,MIA97FA173,1997-05-25,"HOMESTEAD, FL",United States,Fatal(6),Destroyed,Airplane,N8214Z,Cessna,205,No,1,Reciprocating,Part 91: General Aviation,Skydiving,6,0,0,1,VMC,17-10-2016,7,6,0.8571428571428571,True,Cessna/205,False
20001208X08238,Accident,NYC97WA104,1997-06-01,"CARROLL LAKE, CANADA",Canada,Fatal(2),Substantial,Airplane,N6428Z,Cessna,tu-206g,No,1,Missing/Unknown,Part 91: General Aviation,Personal,2,0,1,1,VMC,10-06-1997,4,2,0.5,False,Cessna/tu-206g,False
20001208X08067,Accident,ATL97WA079,1997-06-03,"ASUNCION, Paraguay",Paraguay,Non-Fatal,Missing/Unknown,Airplane,N651UA,Boeing,767-300,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,1,0,122,UNK,11-06-1997,123,1,0.008130081300813009,False,Boeing/767-300,False
20001208X08047,Accident,ANC97LA091,1997-06-26,"CHUGIAK, AK",United States,Non-Fatal,Substantial,Airplane,N1386A,Piper,pa-18,No,1,Reciprocating,Part 91: General Aviation,Instructional,0,0,2,1,VMC,15-12-2009,3,0,0.0,False,Piper/pa-18,False
20001208X08313,Incident,CHI97IA212,1997-07-12,"MEMPHIS, TN",United States,Incident,Missing/Unknown,Airplane,N9348,Mcdonnell Douglas,dc-9-15,No,2,Turbo Jet,Part 121: Air Carrier,Missing/Unknown,0,0,0,75,VMC,19-04-2016,75,0,0.0,False,Mcdonnell Douglas/dc-9-15,False
20001208X08714,Accident,MIA97WA226,1997-08-02,"LIMA, Peru",Peru,Fatal(1),Missing/Unknown,Airplane,N12114,Boeing,757-200,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,1,0,0,149,UNK,08-08-1997,150,1,0.006666666666666667,False,Boeing/757-200,False
20001208X08606,Accident,DCA97MA058,1997-08-06,"NIMITZ HILL, GU",United States,Fatal(228),Destroyed,Airplane,H7468,Boeing,747-300,No,4,Turbo Fan,Part 129: Foreign,Missing/Unknown,228,26,0,1,IMC,23-10-2009,255,254,0.996078431372549,True,Boeing/747-300,False
20001208X08682,Accident,LAX97LA294,1997-08-18,"CHANDLER, AZ",United States,Non-Fatal,Substantial,Airplane,N57528,Piper,pa-18-150,No,1,Reciprocating,Part 91: General Aviation,Instructional,0,0,0,2,VMC,23-04-2010,2,0,0.0,False,Piper/pa-18-150,False
20001208X08700,Accident,MIA97FA239,1997-08-23,"BROWNSVILLE, TN",United States,Fatal(1),Destroyed,Airplane,N5678K,Beech,95-b55,No,2,Reciprocating,Part 135: Air Taxi & Commuter,Missing/Unknown,1,0,0,1,VMC,29-03-2010,2,1,0.5,True,Beech/95-b55,False
20001208X08921,Accident,SEA97FA201,1997-09-01,"BREMERTON, WA",United States,Fatal(5),Destroyed,Airplane,N9015T,Cessna,182c,No,1,Reciprocating,Part 91: General Aviation,Skydiving,5,0,0,1,VMC,17-10-2016,6,5,0.8333333333333334,True,Cessna/182c,False
20001208X08828,Incident,DCA98WA006,1997-09-02,"SPA BELGIUM, Belgium",Belgium,Incident,Minor,Airplane,,De Havilland,dhc-2,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,De Havilland/dhc-2,False
20001208X08838,Accident,FTW97LA338,1997-09-03,"SAGUACHE, CO",United States,Non-Fatal,Substantial,Airplane,N7397R,Beech,v35b,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,1,VMC,21-04-2016,1,0,0.0,False,Beech/v35b,False
20001208X08865,Accident,IAD97FA117,1997-09-06,"SMITHFIELD, RI",United States,Fatal(5),Destroyed,Airplane,N3286Y,Cessna,182e,No,1,Reciprocating,Part 91: General Aviation,Skydiving,5,1,0,1,VMC,17-10-2016,7,6,0.8571428571428571,True,Cessna/182e,False
20001208X08803,Accident,CHI97FA308,1997-09-14,"St. Ignaces, MI",United States,Fatal(2),Destroyed,Airplane,N9399W,Piper,pa-28-235,No,1,Reciprocating,Part 91: General Aviation,Personal,2,0,0,1,IMC,27-09-2019,3,2,0.6666666666666666,True,Piper/pa-28-235,False
20001208X08986,Accident,DCA98MA002,1997-10-08,"MONTROSE, CO",United States,Fatal(9),Destroyed,Airplane,N12022,Cessna,208b,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,9,0,0,1,IMC,20-12-2013,10,9,0.9,True,Cessna/208b,False
20001208X08990,Accident,DCA98WA004,1997-10-09,"BANJUL, Gambia",Gambia,Fatal(8),Destroyed,Airplane,,Beech,be-200,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,8,0,1,1,IMC,,10,8,0.8,True,Beech/be-200,False
20001208X08992,Accident,DCA98WA082,1997-10-09,"HARBIN, CHINA",China,Unavailable,Substantial,Airplane,,Cessna,650-0220,No,1,Missing/Unknown,"Non-U.S., Non-Commercial",Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Cessna/650-0220,False
20001208X08953,Accident,ATL98LA004,1997-10-20,"BLAKLEY, GA",United States,Non-Fatal,Destroyed,Airplane,N9567P,Piper,pa-25-235c,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,0,0,0,1,VMC,01-02-2016,1,0,0.0,True,Piper/pa-25-235c,False
20001208X09175,Accident,FTW98LA046,1997-11-07,"BROOMFIELD, CO",United States,Non-Fatal,Substantial,Airplane,N9607D,Piper,pa-22-150,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,2,VMC,01-02-2016,2,0,0.0,False,Piper/pa-22-150,False
20001208X09227,Accident,MIA98LA031,1997-11-08,"ELBERTA, AL",United States,Fatal(1),Minor,Airplane,N1022S,De Havilland,dhc-6-6,No,2,Turbo Prop,Part 91: General Aviation,Skydiving,1,0,0,17,VMC,17-10-2016,18,1,0.05555555555555555,False,De Havilland/dhc-6-6,False
20001208X09164,Accident,DCA98WA007,1997-11-18,"MWANZA AIRPORT, TANZANIA",Tanzania,Non-Fatal,Substantial,Airplane,,Mcdonnell Douglas,dc-8f,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,4,1,UNK,,5,0,0.0,False,Mcdonnell Douglas/dc-8f,False
20001208X09165,Incident,DCA98WA039,1997-11-23,"PARIS, France",France,Incident,Missing/Unknown,Airplane,,Mcdonnell Douglas,md-83,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,138,UNK,,138,0,0.0,False,Mcdonnell Douglas/md-83,False
20001208X09353,Incident,MIA98WA056,1997-12-05,"MONTEVIDEO, Uruguay",Uruguay,Incident,Missing/Unknown,Airplane,,Boeing,707-320,No,1,Missing/Unknown,"Non-U.S., Non-Commercial",Positioning,0,0,0,3,VMC,,3,0,0.0,False,Boeing/707-320,False
20001211X09413,Accident,DCA98RA016,1998-01-09,"LONDON, United Kingdom",United Kingdom,Non-Fatal,Minor,Airplane,N653UA,Boeing,767-322er,No,1,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,1,4,87,UNK,,92,1,0.010869565217391304,False,Boeing/767-322er,False
20001211X09533,Incident,DCA98WA024,1998-02-17,"BRUSSELS, Belgium",Belgium,Incident,Minor,Airplane,,Boeing,757-200,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,2,UNK,,2,0,0.0,False,Boeing/757-200,False
20001211X09657,Incident,DCA99WA029,1998-03-08,"MANCHESTER, United Kingdom",United Kingdom,Incident,Minor,Airplane,N68065,Mcdonnell Douglas,dc-10-30,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,0,253,UNK,,253,0,0.0,False,Mcdonnell Douglas/dc-10-30,False
20001211X09652,Incident,DCA98WA032,1998-03-08,"KOLN-BONN, Germany",Germany,Incident,Missing/Unknown,Airplane,N812UP,Mcdonnell Douglas,dc8-73,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,0,3,UNK,,3,0,0.0,False,Mcdonnell Douglas/dc8-73,False
20001211X09651,Accident,DCA98WA028,1998-03-10,"MOMBOSA, Kenya",Kenya,Fatal(6),Destroyed,Airplane,,Boeing,707-336,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,6,0,0,1,UNK,,7,6,0.8571428571428571,True,Boeing/707-336,False
20001211X09633,Accident,CHI98FA106,1998-03-21,"GRAIN VALLEY, MO",United States,Fatal(6),Destroyed,Airplane,N506SD,Cessna,u206g,No,1,Reciprocating,Part 91: General Aviation,Skydiving,6,0,0,1,VMC,17-10-2016,7,6,0.8571428571428571,True,Cessna/u206g,False
20001211X09837,Incident,DCA98WA046,1998-04-04,"KEFLAVIK, Iceland",Iceland,Incident,Minor,Airplane,,Boeing,767-304,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Boeing/767-304,False
20001211X09836,Incident,DCA98WA042,1998-04-27,"BREMEN, Germany",Germany,Incident,Missing/Unknown,Airplane,,Boeing,737-500,No,1,Missing/Unknown,"Non-U.S., Commercial",Other Work Use,0,0,0,1,UNK,,1,0,0.0,False,Boeing/737-500,False
20001211X10161,Accident,MIA98LA167,1998-05-21,"SPARTANBURG, SC",United States,Non-Fatal,Substantial,Airplane,N944RJ,North American,t-28b,No,1,Reciprocating,Part 91: General Aviation,Positioning,0,0,0,1,VMC,04-01-2011,1,0,0.0,False,North American/t-28b,False
20001211X10045,Accident,DCA98WA048,1998-05-29,"BOMBAY, INDIA",India,Unavailable,Substantial,Airplane,,Boeing,b-737-500,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Boeing/b-737-500,False
20001211X10281,Accident,DCA98WA051,1998-06-06,"ANTALYA, France",France,Non-Fatal,Missing/Unknown,Airplane,,Mcdonnell Douglas,md-83,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,173,UNK,,173,0,0.0,False,Mcdonnell Douglas/md-83,False
20001211X10400,Accident,NYC98LA126,1998-06-10,"TAUNTON, MA",United States,Non-Fatal,Substantial,Airplane,N6977P,Piper,pa-24-180,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,3,VMC,04-11-2009,3,0,0.0,False,Piper/pa-24-180,False
20001211X10287,Incident,DCA98WA062,1998-06-27,"MUNICH, Germany",Germany,Incident,Missing/Unknown,Airplane,,Boeing,737-800,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Boeing/737-800,False
20001211X10547,Incident,DCA98WA070,1998-07-02,"BRAZIL, Brazil",Brazil,Incident,Missing/Unknown,Airplane,,Boeing,737-400,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,5,UNK,,5,0,0.0,False,Boeing/737-400,False
20001211X10470,Accident,ATL98LA092,1998-07-04,"GREEN SEA, SC",United States,Fatal(1),Substantial,Airplane,N7247E,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1,0,0,4,VMC,17-10-2016,5,1,0.2,False,Cessna/182,False
20001211X10546,Incident,DCA98WA069,1998-07-20,"AMSTERDAM, Netherlands",Netherlands,Incident,Missing/Unknown,Airplane,N482EV,Boeing,747,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,0,3,UNK,,3,0,0.0,False,Boeing/747,False
20001211X10549,Incident,DCA98WA074,1998-07-29,"LONDON HEATHROW, United Kingdom",United Kingdom,Incident,Minor,Airplane,N796UA,Boeing,777,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Boeing/777,False
20001211X10826,Accident,DCA98WA079,1998-08-05,"SEOUL, KOREA, REPUBLIC OF","Korea, Republic Of",Unavailable,Substantial,Airplane,,Boeing,747-400,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,0,0,0,1,IMC,,1,0,0.0,False,Boeing/747-400,False
20001211X10827,Incident,DCA98WA081,1998-08-13,"GATWICK, United Kingdom",United Kingdom,Incident,Missing/Unknown,Airplane,,Boeing,737-200,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Boeing/737-200,False
20001211X11042,Incident,DCA99WA003,1998-09-12,,Vietnam,Incident,Substantial,Airplane,,Boeing,767,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,200,VMC,,200,0,0.0,False,Boeing/767,False
20001211X11142,Accident,MIA98WA258,1998-09-28,"MISSING, Bolivia",Bolivia,Fatal(7),Destroyed,Airplane,,Cessna,u206g,No,1,Missing/Unknown,Part 91: General Aviation,Personal,7,0,0,1,UNK,,8,7,0.875,True,Cessna/u206g,False
20001211X11228,Incident,DCA99WA004,1998-10-13,"AMSTERDAM, Netherlands",Netherlands,Incident,Minor,Airplane,N230NW,Mcdonnell Douglas,dc-10-30,No,1,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Mcdonnell Douglas/dc-10-30,False
20001211X11404,Incident,DCA99WA009,1998-11-05,"LUXEUIL, France",France,Incident,Minor,Airplane,,Beech,1900c,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Beech/1900c,False
20001211X11485,Accident,MIA99WA029,1998-11-11,"CONCEPCION, Bolivia",Bolivia,Non-Fatal,Missing/Unknown,Airplane,N784UA,Boeing,777-222b,No,1,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,1,0,227,UNK,30-01-1999,228,1,0.0043859649122807015,False,Boeing/777-222b,False
20001211X11408,Incident,DCA99WA014,1998-11-28,"LONDON, United Kingdom",United Kingdom,Incident,Minor,Airplane,,Boeing,747-400,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Boeing/747-400,False
20001211X11537,Accident,DCA99WA017,1998-12-05,"ISTANBUL, Turkey",Turkey,Fatal(2),Destroyed,Airplane,,Beech,kingair 300,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,2,0,0,1,UNK,,3,2,0.6666666666666666,True,Beech/kingair 300,False
20001211X11544,Incident,DCA99WA036,1998-12-25,"SHANGHAI, CHINA",China,Incident,Substantial,Airplane,,Mcdonnell Douglas,md-11,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Mcdonnell Douglas/md-11,False
20001211X11543,Incident,DCA99WA027,1998-12-28,"CURITBA, BRAZIL",Brazil,Incident,Substantial,Airplane,,Embraer,emb-145,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,40,UNK,,40,0,0.0,False,Embraer/emb-145,False
20001204X00044,Accident,DCA99WA031,1999-01-15,"LONDON, UNITED KINGDOM",United Kingdom,Non-Fatal,Substantial,Airplane,N373AA,Boeing,767-300,No,1,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,0,0,91,UNK,,91,0,0.0,False,Boeing/767-300,False
20001204X00045,Accident,DCA99WA035,1999-01-28,"NAPLES, ITALY",Italy,Unavailable,Substantial,Airplane,,Mcdonnell Douglas,md-82,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,1,UNK,,1,0,0.0,False,Mcdonnell Douglas/md-82,False
20001205X00145,Accident,DCA99WA038,1999-02-07,"SLOVAK REPUBLIC, SLOVAKIA",Slovakia,Non-Fatal,Substantial,Airplane,,Boeing,707,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,4,UNK,,4,0,0.0,False,Boeing/707,False
20001205X00146,Incident,DCA99WA039,1999-02-08,"AMSTERDAM, Netherlands",Netherlands,Incident,Minor,Airplane,,Boeing,747-200,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,3,UNK,,3,0,0.0,False,Boeing/747-200,False
20001205X00299,Accident,DCA99WA050,1999-03-04,"BIARRITZ, FRANCE",France,Unavailable,Substantial,Airplane,,Boeing,737-228,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,1,IMC,,1,0,0.0,False,Boeing/737-228,False
20001205X00296,Accident,DCA99WA047,1999-03-05,"MADRAS, India",India,Non-Fatal,Destroyed,Airplane,,Boeing,747-200f,No,1,Missing/Unknown,Part 129: Foreign,Missing/Unknown,0,0,0,2,UNK,,2,0,0.0,True,Boeing/747-200f,False
